Title,Author,Link,Image,Category,Description,Info
"Таинственный Босх.  Кошмары средневековья в картинах художника","Бюттнер Н.","https://www.podpisnie.ru/books/tainstvennyy-bosh-koshmary-srednevekovya-v-kartinah-hudozhnika/","/upload/resize_cache/iblock/f73/160_230_1/vev59a2ci129htloldlrc6eqllvmja0y.jpg","Книги о средневековье","Немецкий медиевист и историк искусства Нильс Бюттнер разбирает исторические свидетельства касающиеся творчества Иеронима Босха одного из самых известных и запоминающихся голландских художников а также его эпохи. Вы узнаете о жизни и благосостоянии великого мастера и откроете для себя загадочный мир его картин. Не только аллегорические картины но и сама жизнь Иеронима Босха покрыта тайной. Не оставив никаких дневниковых записей великий мастер ушел в небытие а исследователи его творчества и по сей день продолжают гадать какие из небольшого количества картин точно принадлежат ему а какие- работа его последователей и продолжателей. Вместе с немецким профессором Нильсом Бюттнером вы погрузитесь в мир 15 века изучите документы в которых упоминается имя художника и осмотрите его картины наравне с современниками «мастера дьявола».","Автор Бюттнер Н. Издательство Эксмо Год издания 2018 Переплет Твёрдый Страниц 194 Формат 138x212 мм Язык Русский ISBN 978-5-04-097545-7 Артикул 1102270"
"Испанский средневековый город","Червонов С.","https://www.podpisnie.ru/books/ispanskiy-srednevekovyy-gorod/","/upload/resize_cache/iblock/bd6/160_230_1/ru0anbc59dioge80xzax463khvcq0bwv.jpg","Книги о средневековье","Сборник предлагаемый вниманию читателей посвящен памяти рано ушедшего из жизни преподавателя кафедры истории Средних веков Исторического факультета МГУ Сергея Дмитриевича Червонова. В него включены текст его кандидатской диссертации работы по истории испанского средневекового города воспоминания друзей коллег и учеников об этом замечательном человеке. Книга адресована прежде всего ученым-медиевистам а также всем читателям интересующимся историей исторической науки и Московского университета.","Автор Червонов С. Издательство Евразия Год издания 2018 Переплет Твёрдый Страниц 496 Формат 155х222 мм Язык Русский ISBN 978-5-8071-0388-8 Артикул 1101403"
"Русский средневековый город.  Домашний быт,  занятия,  обычаи горожан","Рабинович М.","https://www.podpisnie.ru/books/russkiy-srednevekovyy-gorod-domashniy-byt-zanyatiya-obychai-gorozhan/","/upload/resize_cache/iblock/f24/160_230_1/o60a3pcm7m4t819jhd04um526t2ynyow.jpg","Книги о средневековье","Труд археолога и этнографа Михаила Рабиновича предназначен ценителям точного факта. Автор провел колоссальные изыскания в архивах: проштудировал законодательные акты переписные книги городов разного рода сметы и расходные книги частные документы — дневники записки мемуары. При этом в стороне не остались летописи изобразительные источники данные археологии. В результате получилась книга в которой любой вывод подкреплен свидетельством времени и статистикой. Мы видим как возникали города какова была их изначальная планировка и застройка как формировалось их население чем оно занималось и зарабатывало себе на жизнь. А также — каков был общественный и домашний быт горожан чему и как они учили детей как отмечали праздники какие обряды справляли как хоронили покойников в каких тюрьмах сидели в каких банях мылись какие кабаки посещали… Перед нами по сути энциклопедия русского средневекового города. Михаил Рабинович — доктор исторических наук первый руководитель Московской археологической экспедиции.","Автор Рабинович М. Издательство ЛомоносовЪ Год издания 2018 Переплет Твёрдый Страниц 272 Формат 140х210 мм Язык Русский ISBN 978-5-91678-481-7 Серия ИСТОРИЯ. ГЕОГРАФИЯ. ЭТНОГРАФИЯ Артикул 1101200"
"Город в Западной Европе в средние века","Эрс Ж.","https://www.podpisnie.ru/books/gorod-v-zapadnoy-evrope-v-srednie-veka/","/upload/resize_cache/iblock/6d9/160_230_1/e460vt10ume7nlzwtueb7dq2mh4d2q2n.jpg","Книги о средневековье","Средневековый город уже давно стал символом ""визитной карточкой"" Западной Европы XI-XV веков. Именно в городах зарождались новые формы общественной и профессиональной жизни новые формы религиозности. В книге ""Средневековый город"" Жак Эрс (1924-2013) один из самых маститых специалистов по истории средневекового города подробно и обстоятельно рассказывает читателю как формировалась планировка городов как на нее влиял образ жизни горожан. Из книги вы узнаете как появились знаменитые узкие улочки чем отличались дома богатых горожан от обиталищ бедняков какое значение в городском ландшафте имели рынки и площади. Автор анализирует как разрушалась стройная структура античных городов в которую с приходом христианства необходимо было вписать новые здания - храмы как для нужд новой религии менялись функции построек возведенных еще во времена Античности. Касается Эрс и различий между городами разных регионов Европы: Италии Испании Германии Франции. Освещено в работе и мусульманское влияние на облик городов Пиренейского полуострова. Рассказ о средневековом городе был бы неполон без повествования о людях его населявших. Кто определял облик средневекового города? Кто руководил строительством архитектурных ансамблей до сих пор вызывающих восхищение своим неповторимым обликом? Кто и по какому плану возводил новые города? Какие конфликты разворачивались на узких улочках - чьи интересы сталкивались в результате роста населения городов и увеличения благосостояния отдельных горожан? Книга содержит схемы планировки городов помогающие читателю разобраться в хитросплетениях улиц и отчетливо нарисовать в воображении облик средневекового города. Перед читателем предстанет живая картина которая заворожит обилием ярких деталей и интересных подробностей.","Автор Эрс Ж. Издательство Евразия Год издания 2019 Переплет Твёрдый Страниц 496 Формат 173х243 мм Язык Русский ISBN 978-5-8071-0405-2 Артикул 1101195"
"Средневековая Европа: От падения Рима до Реформации","Уикхем К.","https://www.podpisnie.ru/books/srednevekovaya-evropa-ot-padeniya-rima-do-reformatsii/","/upload/resize_cache/iblock/61b/160_230_1/0krtmxypzkc26nsx2j4te01phr3mzmgp.jpg","Книги о средневековье","Тысячелетие прошедшее с распада Римской империи до начала Реформации было насыщено преобразованиями и потому его не так легко описать в рамках одной книги. Тем не менее британский историк Крис Уикхем принял этот вызов. Он показывает Средневековье как динамичный период масштабных перемен фокусируясь на таких знаковых событиях как падение Рима реформы Карла Великого распространение христианства в Европе закат Византийской империи эпидемии Черной смерти и т. д. Анализируя их автор рассказывает какие изменения они вызвали в социальной экономической и политической сферах а также в частной жизни людей. Перед глазами читателя разворачивается панорамная картина жизни государств и городов средневековой Европы проходит галерея образов императоров королей деятелей Церкви рыцарей крестьян купцов. Эта насыщенная информацией и увлекательно написанная аналитическая работа будет интересна и специалистам и тем кто обратится к периоду Средневековья впервые.","Автор Уикхем К. Издательство Альпина нон-фикшн Альпина Год издания 2018 Переплет Твёрдый Страниц 536 Формат 145х215 мм Язык Русский ISBN 978-5-91671-712-9 Артикул 1100301"
"Готланд Эрманариха: остроготы в Восточной Европе на рубеже Древности и Средневековья","Зиньковская И.","https://www.podpisnie.ru/books/gotland-ermanariha-ostrogoty-v-vostochnoy-evrope-na-rubezhe-drevnosti-i-srednevekovya/","/upload/resize_cache/iblock/d5d/160_230_1/ciyiy5cmf1xpr4si05s8gh3a5yprardz.jpg","Книги о средневековье","Книга является первым монографическим исследованием королевства Эрманариха IV в. На основе анализа всего корпуса нарративных лингвистических и археологических источников а также изучения богатого историографического наследия впервые реконструируется процесс формирования остроготской государственности уточняется ее место во всемирной и отечественной истории. Выявлены и осмыслены глубокие изменения в жизни населения юга Восточной Европы в эпоху Великого переселения народов. Исследование проливает свет на истоки европейской цивилизации когда на рубеже Древности и Средневековья формировались этническая карта современной Европы ""варварская"" государственность письменность и право. Книга адресована историкам политологам культурологам а также широкому кругу читателей интересующемуся истоками европейской цивилизации рубежа Древности и Средневековья.","Автор Зиньковская И. Издательство Центр гуманитарных инициатив Год издания 2018 Переплет Твёрдый Страниц 464 Формат 170х240 мм Язык Русский ISBN 978-5-98712-866-4 Артикул 1099159"
"Арабский Халифат в раннее Средневековье","Беляев Е.","https://www.podpisnie.ru/books/arabskiy-halifat-v-rannee-srednevekovie/","/upload/resize_cache/iblock/383/160_230_1/6sj2dahgl91zhqpqgi1cfbasnm6cqqkb.jpg","Книги о средневековье","В этой книге рассказывается как жили арабы до появления ислама как Мухаммед впервые выступил с проповедью в Мекке и как возникла в Медине мусульманская община — умма как спорили за власть после смерти основателя ислама мекканцы и мединцы как образовался и начал свои завоевания Арабский Халифат и как расширялось это государство включая в себя все новые территории — Аравийский полуостров Ирак Иран Закавказье Среднюю Азию Сирию Палестину Египет Северную Африку Пиренеи. А также о том как управлялись завоеванные страны как подавлялись бунты как развивались города как постепенно вызревала арабская культура как строились отношения между Халифатом и Византией и о многом другом. Фундаментальный труд по ранней истории ислама и Арабского Халифата Евгения Беляева выходит в новой редакции. Евгений Беляев (1895–1964) — арабист доктор исторических наук заведовал кафедрой истории стран Ближнего и Среднего Востока в Московском институте востоковедения был научным сотрудником Института востоковедения АН СССР.","Автор Беляев Е. Издательство ЛомоносовЪ Год издания 2018 Переплет Твёрдый Страниц 224 Формат 140x210 мм Язык Русский ISBN 978-5-91678-467-1 Серия ИСТОРИЯ. ГЕОГРАФИЯ. ЭТНОГРАФИЯ Артикул 1098119"
"Средневековые мастера и гении Возрождения","Волкова П. Д.","https://www.podpisnie.ru/books/srednevekovye-mastera-i-genii-vozrozhdeniya/","/upload/resize_cache/iblock/741/160_230_1/6jdw89vufm2806u0pjhk7y8q4obccxzc.jpg","Книги о средневековье","В книге ""Средневековые мастера и гении Возрождения"" Паола Дмитриевна Волкова охватывает обширный исторический период и рассказывает нам о самых ярких столетиях развития искусства – от треченто периода Проторенессанса до сейченто самого заката Возрождения. Мы пройдем путь от сиенской школы живописи до воцарения барокко и рококо Познакомимся с такими великими произведениями как ""Поцелуй Иуды"" Джотто ""Весна"" Сандро Боттичелли узнаем о Босхе и его ""Корабле дураков"" и о ""Менинах"" Веласкеса.","Автор Волкова П. Д. Издательство АСТ Год издания 2018 Переплет Твёрдый Страниц 656 Формат 168х240 мм Язык Русский ISBN 978-5-17-109557-4 Артикул 1096123"
"Менестрели.  Книга о музыке средневековой Европы","Сапонов М.","https://www.podpisnie.ru/books/menestreli-kniga-o-muzyke-srednevekovoy-evropy/","/upload/resize_cache/iblock/b34/160_230_1/1g0dakg10jrysyyn32f275ufk11l6oaj.jpg","Книги о средневековье","По мнению Владимира Мартынова — разделяемому многими современными музыковедами — наступает конец «эпохи композиторов». Какая эпоха и музыка придут ей на смену? Какой будет новая музыкальная культура ближайшего будущего? Как ни парадоксально но ответ на эти вопросы отчасти содержит книга Михаила Сапонова… о музыкантах далекого Средневековья! Трубадуры труверы и миннезингеры — популярные певцы Западной Европы — представители устной профессиональной музыкальной культуры. Они не знали нотной грамоты что не мешало им сочинять суперхитовые песни они были любимцами всех слоев средневекового населения от монархов до крестьян играли на нескольких инструментах сразу а иной раз не гнушались показывать фокусы и даже выделывать акробатические трюки… Иными словами устраивали своего рода «эстрадное шоу»…Не правда ли поп-ультура нашей современности весьма похожа на эту картину — с поправкой на гигантоманию и электронные медиа? Итак о том что ждет нас в будущем — читайте в книге о прошлом.","Автор Сапонов М. Издательство Классика-XXI Год издания 2017 Переплет Мягкий Страниц 400 Формат 145х215 мм Язык Русский ISBN 5-89817-101-0 Артикул 1094299"
"Антология еврейской средневековой философии","","https://www.podpisnie.ru/books/antologiya-evreyskoy-srednevekovoy-filosofii/","/upload/resize_cache/iblock/e12/160_230_1/lgqzao3mz8hr825e27sq8r7vrrzoo3bf.jpg","Книги о средневековье","Средневековье для еврейской культуры стало временем довольно серьезных концептуальных изменений и перемен. Именно в этот период иудаизм по-настоящему встретился с греческим литературным (прежде всего философским) наследием в переводах и переложениях на арабском языке. Евреи начали создавать теологические и философские труды. Сложный процесс адаптации и интерпретации философской традиции проходил в еврейской культуре иначе нежели в мусульманской и христианской. Поначалу большая часть произведений писалась еврейскими авторами на арабском языке начиная с XIII в. — на иврите. Предлагаемая антология текстов еврейских авторов поможет создать впечатление о развитии философско-теологической мысли в период с X по XV вв. Книга может быть полезна не только студентам изучающим историю философии культуры и религии но и всем кто интересуется средневековой культурой.","Издательство Мосты культуры Год издания 2018 Переплет Твёрдый Страниц 632 Формат 170x220 мм Язык Русский ISBN 978-5-93273507-7 Артикул 1094286"
"Основы средневековой религиозности в XII-XIII века","Карсавин Л. П.","https://www.podpisnie.ru/books/osnovy-srednevekovoy-religioznosti-v-xii-xiii-veka/","/upload/resize_cache/iblock/bc8/160_230_1/z1hban19etnk17cdh2py977fafqinyus.jpg","Книги о средневековье","Основополагающая работа выдающегося русского историка-медиевиста и религиозного мыслителя профессора Льва Платоновича Карсавина (1882–1952) была защищена в качестве докторской диссертации в 1916 году в Петрограде задолго до знаменитой книги Йохана Хейзинги «Осень средневековья» предвосхитив ее основные положения и последующие труды представителей французской школы «Анналов». Основные интересы Л. П. Карсавина — изучение ересей и монашества в Италии и на юге Франции в XII–XIII вв.","Автор Карсавин Л. П. Издательство Алетейя Год издания 2017 Переплет Твёрдый Страниц 420 Формат 172х242 мм Язык Русский ISBN 978-5-89329-010-3 Артикул 1094068"
"Категории русской средневековой культуры","Юрганов А.","https://www.podpisnie.ru/books/kategorii-russkoy-srednevekovoy-kultury/","/upload/resize_cache/iblock/6c2/160_230_1/02rtuiycojyx9dq25lkscegm0hknkf52.jpg","Книги о средневековье","В книге осуществляется историко-феноменологическое исследование русской средневековой культуры. Задача автора состояла в том чтобы показать что положено начало историко-феноменологическому описанию культуры путем ее категориального анализа сделан первый шаг в реконструкции целостной ""картины мира"" русского средневекового человека. Автором изучены лексико-семантические первоосновы некоего ""фундамента"" средневекового миропонимания. Категориальное описание культуры дает возможность герменевтически понять средневекового человека исходя из того как он сам себя осознавал. Такие фундаментальные понятия как ""вера христианская"" и ""правда"" представляют особый мир мыслительной деятельности нравственных переживаний человека. Выявление семантических основ этих понятий позволяет говорить об осознании себя средневековым человеком и в ""вере христианской"" и в ""правде"".","Автор Юрганов А. Издательство Центр гуманитарных инициатив Год издания 2018 Переплет Твёрдый Страниц 368 Формат 155x215 мм Язык Русский ISBN 978-5-98712-817-6 Артикул 1092786"
"История астрономии.  Великие открытия с древности до средневековья","Дрейер Д.","https://www.podpisnie.ru/books/istoriya-astronomii-velikie-otkrytiya-s-drevnosti-do-srednevekovya/","/upload/resize_cache/iblock/071/160_230_1/uzm5tolowo3m74l1v30r93jho2csrk9f.jpg","Книги о средневековье","Книга авторитетного британского ученого Джона Дрейера посвящена истории астрономии с древнейших времен до XVII века. Автор прослеживает эволюцию представлений об устройстве Вселенной начиная с воззрений древних египтян вавилонян и греков освещает космологические теории Фалеса. Анаксимандра Парменида и других греческих натурфилософов знакомит с учением пифагорейцев и идеями Платона. Дрейер подробно описывает теорию концентрических планетных сфер Евдокса и Калиппа и геоцентрическую систему мироздания Птолемея. Далее автор рассматривает научные воззрения средневековых ученых Запада и Востока идеи Николая Кузанского Региомонтана Кальканьини и других мыслителей эпохи Возрождения и завершает свой исчерпывающий труд изложением теорий Коперника Тихо Браге и Кеплера.","Автор Дрейер Д. Издательство Центрполиграф Год издания 2018 Переплет Твёрдый Страниц 415 Формат 135x205 мм Язык Русский ISBN 978-5-9524-5284-8 Артикул 1092666"
"История Франции в Раннее Средневековье","Лависс Э.","https://www.podpisnie.ru/books/istoriya-frantsii-v-rannee-srednevekovie/","/upload/resize_cache/iblock/de9/160_230_1/wuwng6vewd79v28dtjdugas0mzg1bebp.jpg","Книги о средневековье","""История Франции в раннее Средневековье"" — перевод первых двух томов классической истории Франции под редакцией Эрнеста Лависса на протяжении XX века служившей ценным подспорьем всем кто интересуется историей данной страны. В этом крупномасштабном проекте приняли участие самые именитые историки первой половины XX века. Авторы охватили огромный период — от палеолита до конца X в. Читатель может познакомиться с основными событиями происходившими в античной Галлии и ранне-средневековой Франции: заселением Галлии кельтами и ее завоеванием римлянами; крушением римской империи и зарождением франкского королевства династии Меровингов; восшествием на трон второй франкской династии — Каролингов основанием и распадом империи Карла Великого. При этом авторский коллектив уделяет не меньшее внимание общественной и культурной истории античной и ранне-средневековой Франции. На страницах книги появляются главные персонажи французской истории — Верценгеторикс Цезарь Хлодвиг и Карл Великий. Особенную ценность книге придает то что перевод был выполнен в начале столетия восходящей звездой отечественной исторической науки — О.А. Добиаш-Рождественской — под редакцией признанного историка-античника И.М. Гревса.","Автор Лависс Э. Издательство Евразия Год издания 2018 Переплет Твёрдый Страниц 578 Формат 170x240 мм Язык Русский ISBN 978-5-8071-0363-5 Артикул 1088875"
"Mediaevalia: идеи и образы средневековой культуры в.  8","","https://www.podpisnie.ru/books/mediaevalia-idei-i-obrazy-srednevekovoy-kultury-v-8/","/upload/resize_cache/iblock/a88/160_230_1/rjc1o703as3fa10my3acw9iqxcmcsfjm.jpg","Книги о средневековье","Вашему вниманию предлагается восьмой выпуск альманаха Центра изучения средневековой культуры при философском факультете Санкт-Петербургского государственного университета.","Издательство СПбГУ Артикул 1087118"
"Неведомое море,  дьявольский коршун и небесные острия: природа глазами ученого монаха Северной Франции X в.","Тарасова А. В.","https://www.podpisnie.ru/books/nevedomoe-more-dyavolskiy-korshun-i-nebesnye-ostriya-priroda-glazami-uchenogo-monaha-severnoy-frantsii-x-v/","/upload/resize_cache/iblock/cf0/160_230_1/cr87zhbs7mpct28m7nxv2ex3gzn27860.jpg","Книги о средневековье","Книга представляет собой опыт исследования одного из аспектов мировоззрения средневекового европейца рубежа первого и второго тысячелетий - восприятия природы и осмысления собственных взаимоотношений с ""естественной средой"". Рассматриваются варианты понимания слова ""природа"" и его синонимов реконструируются представления людей прошлого о составных частях на которые распадается окружающий мир и модель ""orbis terrarium"" складывающаяся из этих элементов. Пристальное внимание уделено анализу эмоционального и эстетического отношения человека Средневековья к природе выявлению особенностей литературного языка латинской словесности X начала XI в. Важное место в исследовании занимают те чьи воззрения изучаются в первую очередь - ученые монахи. Среди них выделяются Герберт Орильякский Рихер Реймсский Дудон Сен-Кантенский и многие другие писатели-клирики ""Возрождения X в."". Книга адресована медиевистам - историкам филологам культурологам а также всем интересующимся латинским Средневековьем.","Автор Тарасова А. В. Издательство Центр гуманитарных инициатив Год издания 2017 Переплет Твёрдый Страниц 232 Формат 135x207 мм Язык Русский ISBN 978-5-98712772-8 Артикул 1084239"
"Выборг.  Прошлое и настоящее средневекового города","Гусаров А. Ю.","https://www.podpisnie.ru/books/vyborg-proshloe-i-nastoyaschee-srednevekovogo-goroda/","/upload/resize_cache/iblock/f1a/160_230_1/c30qv85xvxpudlb258cvdueqjq4t2bjj.jpg","Книги о средневековье","С помощью этой книги вы совершите увлекательное путешествие по площадям и улочкам старого и современного Выборга и узнаете много интересного о прошлом города и его современной культурной жизни. Экскурсии дадут возможность побывать в средневековом замке скальном пейзажном парке Монрепо музеях и культурных центрах. Это путешествие будет познавательным и интересным—архитектурные скульптурные исторические и археологические памятники православные и лютеранские храмы фортификационные сооружения и шедевры садово-паркового искусства являются уникальными.","Автор Гусаров А. Ю. Издательство Паритет Год издания 2017 Переплет Твёрдый Страниц 320 Формат 60x88/16 мм Язык Русский ISBN 978-5-93437-434-2 Артикул 1083363"
"Морские пираты: от Средневековья к современности","Сидорченко В. Ф.","https://www.podpisnie.ru/books/morskie-piraty-ot-srednevekovya-k-sovremennosti/","/upload/resize_cache/iblock/62d/160_230_1/49j77fpmu4nwarm7n8fflji1drnpe4ep.jpg","Книги о средневековье","Монография ""Морские пираты: от Средневековья к современности"" завершает цикл работ автора по истории морского пиратства раскрывающих возникновение и совершенствование антипиратского законодательства.","Автор Сидорченко В. Ф. Издательство ИЗД-ВО СПБГПУ Артикул 1081019"
"Поэтика средневековых литератур Востока","","https://www.podpisnie.ru/books/poetika-srednevekovyh-literatur-vostoka/","/upload/resize_cache/iblock/fea/160_230_1/cnohg5v2g51g1frhr7uxewrl13ckitjk.jpg","Книги о средневековье","В книге на материале памятников средневековых литератур Востока рассматривается актуальная для медиевистики проблема соотношения традиционного и оригинального. Целью труда является определение роли традиции и возможностей которые она предоставляет для индивидуального самовыражения автора изучение взаимосвязанного сочетания традиционного и индивидуального в канонических литературах.","Издательство Наследие Артикул 1070207"
"Исторический атлас Средневековой музыки","","https://www.podpisnie.ru/books/istoricheskiy-atlas-srednevekovoy-muzyki/","/upload/resize_cache/iblock/770/160_230_1/fq43dsz8dll36fa92ldlr8lq7zoq8i93.jpg","Книги о средневековье","Уникальное издание подготовленное интернациональным коллективом авторов. В нем музыка Средневековья рассматривается в контексте формирования культурных традиций Западной Европы. На многочисленных примерах сохраненных в художественных изображениях ряда артефактов авторы книги исследуют отличие музыкальных текстов и реально звучащей музыки открывают перед читателем все полифоническое богатство средневековой Европы. Книга будет одинаково интересна как профессионалам-музыковедам так всем интересующимся музыкальным миром Средневековья. Под редакцией Веры Минацци и Чезарино Руини Введение и заключение Ф. Альберто Галло Русский перевод и редакция Сергея Лебедева.","Издательство Арт Волхонка ISBN 978-5-99074002-0 Артикул 1068665"
"Сафо Средневековья.  Мария Французская: Круг чтения и литературные принципы автора XII","Долгорукова Н.","https://www.podpisnie.ru/books/safo-srednevekovya-mariya-frantsuzskaya-krug-chteniya-i-literaturnye-printsipy-avtora-vii-veka/","/upload/resize_cache/iblock/e62/160_230_1/dxphoblnmikxfa4hv1q8n4nzci52ipbn.jpg","Книги о средневековье","Монография посвящена первой французской поэтессе XII века — Марии и ее сборнику «Лэ». Жанр лэ исследуется в связи с литературной теорией и категориями «правды и вымысла» а также важнейшими историографическими сочинениями о древней Бретани — произведениями Гальфрида Монмутского и Васа. Отдельное внимание в книге уделено самому известному романисту средневековой Франции и современнику Марии — Кретьену де Труа а также лирике трубадуров и ее влиянию на сборник «Лэ». В монографии прослеживается эволюция жанра лэ в XIII веке на примере анонимных лэ.","Автор Долгорукова Н. Издательство Университет Дмитрия Пожарского Год издания 2016 Переплет Твёрдый Страниц 272 Формат 120x165 мм Язык Русский ISBN 978-5-91244-165-3 Артикул 1068225"
"Морские пираты Темных веков и раннего Средневековь","Сидорченко В. Ф.","https://www.podpisnie.ru/books/morskie-piraty-temnyh-vekov-i-rannego-srednevekov/","/upload/resize_cache/iblock/991/160_230_1/wbmsctkbc6ktkai0mkw2v0wxgbp6ezng.jpg","Книги о средневековье","В книге на основе легенд и мифов а также национальных и международно-правовых актов и специальной литературы правового исторического и философского характера рассматриваются становление и развитие морского и берегового пиратства и каперства периода Темных веков и раннего Средневековья походы викингов и иных морских грабителей возникновение антипиратского законодательства особенности жизни и промысла пиратов в различных регионах мира. В примечаниях читатель найдет более широкую информацию о действующих лицах этой книги а также об авторах литературных и других произведений в которых затрагиваются рассматриваемые события. Книга рассчитана на широкий круг читателей может быть полезна студентам научным работникам и специалистам в области международного и национального морского права и мореплавания.","Автор Сидорченко В. Ф. Издательство СПбГУ Год издания 2013 Артикул 1051286"
"Интимное Средневековье.  Истории о страсти и целомудрии,  поясах верности и приворотных снадобьях","Гилберт Р.","https://www.podpisnie.ru/books/intimnoe-srednevekov-e-istorii-o-strasti-i-tselomudrii-poyasakh-vernosti-i-privorotnykh-snadob-yakh/","/upload/no-image.png","Книги о средневековье","","Автор Гилберт Р. ISBN 978-5-00169-931-6 Артикул 1195384"
